simulation_id,distance_min,angle_at_min,relative_speed_mean,cyclist_speed_mean,pedestrian_speed_mean,cyclist_speed_max,distance_mean,angle_mean,heading_mean,cyclist_delta_v_mean,pedestrian_delta_v_mean,cyclist_delta_v_abs_mean,pedestrian_delta_v_abs_mean,cyclist_acc_mean,pedestrian_acc_mean,cyclist_acc_mean_positive,pedestrian_acc_mean_positive,cyclist_dec_mean,pedestrian_dec_mean,model,speed_type,sfm,angle_increase_distance
5,1.690345,89.832344,2.280401628476074,3.603590375494071,1.3524888537549409,4.316786,7.7956053320158105,47.57969989328064,0.574885476762809,-0.001898300395256917,-0.0006783043478260882,0.03618585770750988,0.011734802371541501,0.27010770832539616,0.133174127317657,0.5990767228148346,0.3207562117795689,-0.564727276382533,-0.03173432181514481,Moussaid,Random,SFM,6.451798
6,1.436774,94.021245,2.6298200231758986,4.0294649559471365,1.417713167400881,4.997072,8.144305414096916,48.70415752863436,0.2050532726493387,0.0032969427312775326,0.0002963127753303968,0.037401612334801757,0.012560823788546255,0.3844423652279468,0.15625215368089218,0.6345216614319933,0.41456980306301666,-0.641239215315428,-0.023020540545066772,Moussaid,Random,SFM,6.613016
7,1.810043,89.426059,1.9803884434028185,3.3257848591549295,1.4576761830985916,3.992839,7.639151341549296,44.17828270070422,-0.24300331194946903,-0.007845514084507042,3.9806338028168266e-05,0.034711204225352114,0.010430940140845068,0.11011421883673658,0.1256592391157186,0.526917721828851,0.38717208921349017,-0.6284281323665569,-0.012769798755439333,Moussaid,Random,SFM,5.897979
8,1.348948,90.825204,2.6687693539331003,4.345551429223745,1.7234294292237442,5.479901,8.39108595890411,45.25112421004565,-0.5946727897325665,0.010213652968036526,0.0015384337899543386,0.036298200913242006,0.015074369863013696,0.40118880078816116,0.20173882380677804,0.7489643609260466,0.445865612071265,-0.8221582080170956,-0.02162483362641076,Moussaid,Random,SFM,7.428979
9,1.475005,116.035054,1.5903812716600871,3.116524163879599,1.5656428394648831,3.831148,7.824140648829431,30.50176196989967,-0.07106221134588661,-0.009113535117056856,-0.005186795986622073,0.03184828428093645,0.018742735785953177,0.06413476301279526,0.017739739698967534,0.47736897988345234,0.3355520232314,-0.5482948689869063,-0.3263609592658281,Moussaid,Random,SFM,5.312883
10,1.336902,90.108353,2.627557960283313,4.326715378995433,1.750261159817351,5.364126,8.286506844748859,44.83051473972602,-0.21600345780783253,0.011920821917808218,0.007219027397260274,0.034869872146118724,0.009351958904109592,0.3885703480395422,0.2063835486185162,0.8106662259744056,0.6048221227993286,-0.7164726247216059,-0.01091080416630597,Moussaid,Random,SFM,7.143564
11,1.311576,93.136867,2.844704549131643,3.9610347468354425,1.1372287468354432,4.781084,8.200285645569622,61.66121992827004,0.2035911894950589,-0.0024969789029535886,-0.0028480000000000003,0.04069837130801687,0.0127433164556962,0.2933264173934092,0.1175578123194339,0.6817333587677891,0.30856679735407794,-0.6235625233316431,-0.026900819054288247,Moussaid,Random,SFM,7.777267
12,1.424525,91.00004,2.532239018485745,3.8976694327731085,1.3944955210084036,4.74731,8.084279466386555,50.17274992016808,-0.04618638742484844,0.0007061092436974815,0.0011174453781512609,0.03639475630252101,0.011023915966386555,0.3124520752278617,0.1466221236932029,0.6166146030375338,0.33139385006846755,-0.6208693110256459,-0.045402378462247574,Moussaid,Random,SFM,6.728881
13,1.302264,85.239708,1.40359660474104,2.3940013173333337,1.5470412053333333,2.788009,10.537252530666667,17.548604720000004,-0.37517860312427864,-0.006102530666666666,0.0006367333333333329,0.019036274666666672,0.017359314666666667,0.04493871576266287,0.10855149494506222,0.26021163317859924,0.4876312897089536,-0.4758401317349461,-0.623620035932152,Moussaid,Random,SFM,8.875648
14,1.472431,94.231932,2.366550609827754,3.9123416582278483,1.585441248945148,4.751111,8.112322556962026,42.62984674683544,-1.4367724449610266,0.009618734177215189,-9.830801687763695e-05,0.029016303797468352,0.013907869198312233,0.3135483768970637,0.16880446175347574,0.6772633292743211,0.3788512194781534,-0.5992020495933755,-0.03637097072267236,Moussaid,Random,SFM,6.7629
15,1.549875,96.66952,2.2341777937362566,3.8372400942622953,1.6678512172131148,4.616126,8.099748700819672,40.25158023360655,-0.640514263623408,-0.0012301188524590165,0.0002837131147540984,0.03566042213114754,0.014201663934426229,0.27161117352843034,0.17116850023488217,0.5440874186666381,0.3621320035740767,-0.774714909234483,-0.02653835581017707,Moussaid,Random,SFM,5.425559
16,1.195818,90.244182,3.4400068287564,4.6216941782178225,1.194918311881188,6.057851,8.762087737623762,59.726048277227726,-0.7803697428330494,0.009059638613861384,-0.002443435643564358,0.04695706435643565,0.01486230693069307,0.5575618204652966,0.14725872296235246,0.8572357474679321,0.38715672339741164,-0.8004558499505248,-0.0209536695687681,Moussaid,Random,SFM,7.617028
